_id,AnimalID,AnimalName,AnimalType,PrimaryColor,SecondaryColor,PrimaryBreed,Sex,DOB,Age,IntakeDate,IntakeCondition,IntakeType,IntakeSubtype,IntakeReason,OutcomeDate,OutcomeType,OutcomeSubtype,OutcomeCondition,Crossing,Jurisdiction,LastUpdate
11756,A1373462,,DOG,BLACK,TAN,CHIHUAHUA SH,UNKNOWN,,NO AGE,2025-02-09T00:00:00,MED SEV,STRAY,MEDVET,,2025-02-18T00:00:00,EUTH,,MED SEV,BLK 2300 LANDESS AVE,SAN JOSE,2025-02-18T00:00:00
11757,A1373464,,OTHER,BROWN,,MOLE,UNKNOWN,,NO AGE,2025-02-14T00:00:00,MED SEV,WILDLIFE,MEDVET,,2025-02-18T00:00:00,EUTH,,MED SEV,BLK 2600 BRAHMS AVE,SAN JOSE,2025-02-18T00:00:00
11758,A1373469,,CAT,BLACK,,DOMESTIC SH,SPAYED,,NO AGE,2025-02-18T00:00:00,PREGNANT,STRAY,OTC,,2025-02-25T00:00:00,RTF,,HEALTHY,"1500 BLOCK CLIFFWOOD DR, SAN JOSE CA 95122",SAN JOSE,2025-02-25T00:00:00
11759,A1373470,,DOG,BLACK,,CHIHUAHUA LH,FEMALE,,NO AGE,2025-02-18T00:00:00,HEALTHY,STRAY,FOUND,,2025-03-20T00:00:00,FOUND ANIM,,HEALTHY,BONITA AVE X SUNNY CT,SAN JOSE,2025-03-20T00:00:00
11760,A1373483,BOO,DOG,BLACK,,CHIHUAHUA SH,SPAYED,,NO AGE,2025-02-18T00:00:00,HEALTHY,STRAY,FOUND,,2025-02-19T00:00:00,FOUND ANIM,,HEALTHY,TAYLOR ST / 13TH ST,SAN JOSE,2025-03-04T00:00:00
11761,A1373483,BOO,DOG,BLACK,,CHIHUAHUA SH,SPAYED,,NO AGE,2025-02-19T00:00:00,HEALTHY,STRAY,OTC,,2025-02-19T00:00:00,RTO,,HEALTHY,TAYLOR ST / 13TH ST,SAN JOSE,2025-03-12T00:00:00
11762,A1373484,,DOG,TAN,,CHIHUAHUA SH,MALE,,NO AGE,2025-02-18T00:00:00,MED M,STRAY,FIELD,,2025-02-18T00:00:00,TRANSFER,,MED M,LAFAYETTE X UNKN CROSS,SANTA CLARA,2025-02-18T00:00:00
11763,A1373485,,CAT,CALICO-TRI,,DOMESTIC SH,SPAYED,,NO AGE,2025-02-18T00:00:00,BEH M,STRAY,OTC,,2025-02-22T00:00:00,RTF,,BEH M,SHADY AVE / BRENTON AVE,SAN JOSE,2025-02-22T00:00:00
11764,A1373486,,CAT,BLACK,WHITE,DOMESTIC SH,NEUTERED,,NO AGE,2025-02-18T00:00:00,BEH M,STRAY,OTC,,2025-02-23T00:00:00,RTF,,BEH M,BIG BEAR CT X MT SHASTA,MILPITAS,2025-02-23T00:00:00
11765,A1373487,,CAT,TABBY-BRN,WHITE,DOMESTIC SH,SPAYED,,NO AGE,2025-02-18T00:00:00,BEH M,STRAY,OTC,,2025-02-25T00:00:00,RTF,,BEH M,GLEN DONEGAL DR / GLEN ALMA WAY,SAN JOSE,2025-02-26T00:00:00
11766,A1373490,WILMA,DOG,BROWN,,CHIHUAHUA SH,SPAYED,2017-02-24T00:00:00,8 YEARS,2025-02-18T00:00:00,MED R,STRAY,OTC,,2025-03-11T00:00:00,RESCUE,,MED R,COLEMAN AVE / MERIDIAN AVE,SAN JOSE,2025-03-11T00:00:00
11767,A1373492,,CAT,TABBY-BRN,,DOMESTIC MH,SPAYED,,NO AGE,2025-02-18T00:00:00,PREGNANT,STRAY,OTC,,2025-02-23T00:00:00,RTF,,BEH M,SUNNY CREEK PL,SAN JOSE,2025-02-23T00:00:00
11768,A1373494,,DOG,BLACK,BROWN,DOBERMAN PINSCH,MALE,,NO AGE,2025-02-18T00:00:00,HEALTHY,STRAY,FOUND,,2025-03-20T00:00:00,FOUND ANIM,,HEALTHY,UNION AVE / WOODARD RD,SAN JOSE,2025-03-20T00:00:00
11769,A1373496,,CAT,TABBY-BRN,,DOMESTIC SH,FEMALE,2024-08-18T00:00:00,9 MONTHS,2025-02-18T00:00:00,HEALTHY,STRAY,OTC,,2025-02-21T00:00:00,TRANSFER,,HEALTHY,YERBA BUENA RD / MARE PLACE CT,SAN JOSE,2025-02-21T00:00:00
11770,A1373497,,CAT,TABBY-BRN,,DOMESTIC SH,MALE,2024-08-18T00:00:00,9 MONTHS,2025-02-18T00:00:00,HEALTHY,STRAY,OTC,,2025-02-21T00:00:00,TRANSFER,,HEALTHY,YERBA BUENA RD / MARE PLACE CT,SAN JOSE,2025-02-21T00:00:00
11771,A1373498,LANDAN,CAT,TABBY-BRN,,DOMESTIC SH,NEUTERED,2024-08-18T00:00:00,9 MONTHS,2025-02-18T00:00:00,HEALTHY,STRAY,OTC,,2025-02-24T00:00:00,ADOPTION,,HEALTHY,YERBA BUENA RD / MARE PLACE CT,SAN JOSE,2025-02-24T00:00:00
11772,A1373500,,CAT,CALICO-TRI,,DOMESTIC SH,UNKNOWN,,NO AGE,2025-02-18T00:00:00,MED EMERG,STRAY,FIELD,,2025-02-18T00:00:00,EUTH,,MED EMERG,SAQNDERS X SUNSET,SAN JOSE,2025-02-22T00:00:00
11773,A1373502,SAL,CAT,ORANGE,,DOMESTIC SH,SPAYED,2024-11-18T00:00:00,6 MONTHS,2025-02-18T00:00:00,MED R,STRAY,OTC,,2025-03-17T00:00:00,RESCUE,,MED R,BRENFORD DR / WENLOCK DR,SAN JOSE,2025-03-17T00:00:00
11774,A1373503,,DOG,BROWN,,PIT BULL,UNKNOWN,,NO AGE,2025-02-18T00:00:00,DEAD,DISPO REQ,OTC,,2025-02-18T00:00:00,DISPOSAL,,DEAD,NB 85/ALMADEN,SAN JOSE,2025-03-04T00:00:00
11775,A1373506,BABIES,DOG,BRINDLE-TN,,PIT BULL,FEMALE,,NO AGE,2025-02-18T00:00:00,BEH M,CONFISCATE,POLICE,,2025-02-18T00:00:00,RTO,,HEALTHY,,SAN JOSE,2025-02-18T00:00:00
11776,A1373508,BABIES 2,DOG,BLACK,,PIT BULL,MALE,,NO AGE,2025-02-18T00:00:00,HEALTHY,CONFISCATE,POLICE,,2025-02-18T00:00:00,RTO,,HEALTHY,,SAN JOSE,2025-02-18T00:00:00
11777,A1373509,,CAT,TABBY-GRAY,,DOMESTIC MH,SPAYED,2024-09-18T00:00:00,8 MONTHS,2025-02-18T00:00:00,HEALTHY,STRAY,OTC,,2025-02-21T00:00:00,ADOPTION,,HEALTHY,MOORPARK AVE/MACARTHUR AVE,SAN JOSE,2025-02-21T00:00:00
11778,A1373510,,CAT,BLACK,,DOMESTIC LH,UNKNOWN,,NO AGE,2025-02-18T00:00:00,DEAD,DISPO REQ,OTC,,2025-02-18T00:00:00,DISPOSAL,,DEAD,BETHANY AVE,SAN JOSE,2025-02-18T00:00:00
11779,A1373512,,OTHER,BROWN,,RACCOON,UNKNOWN,,NO AGE,2025-02-18T00:00:00,DEAD,DISPO REQ,FIELD,,2025-02-18T00:00:00,DISPOSAL,,DEAD,LAVINA / FLORA VISTA,CUPERTINO,2025-02-18T00:00:00
11780,A1373515,,CAT,TABBY-GRAY,WHITE,DOMESTIC SH,NEUTERED,2023-02-19T00:00:00,2 YEARS,2025-02-18T00:00:00,MED R,STRAY,OTC,,2025-03-07T00:00:00,RTF,,MED R,PANAMA AVE/CUNNINGHAM AVE,SAN JOSE,2025-03-10T00:00:00
11781,A1373517,ARLENE,DOG,BLACK,BROWN,ROTTWEILER,SPAYED,2024-06-19T00:00:00,11 MONTHS,2025-02-18T00:00:00,MED R,STRAY,OTC,,,,,,GOBLE LN,SAN JOSE,2025-04-30T00:00:00
11782,A1373518,TUCKER,DOG,WHITE,,MALTESE,MALE,,NO AGE,2025-02-18T00:00:00,HEALTHY,STRAY,FOUND,,2025-02-19T00:00:00,FOUND ANIM,,HEALTHY,CREEKVIEW MEADOW LN,SAN JOSE,2025-03-04T00:00:00
11783,A1373520,,CAT,CALICO-TRI,,DOMESTIC SH,FEMALE,2024-07-19T00:00:00,10 MONTHS,2025-02-18T00:00:00,HEALTHY,STRAY,OTC,,2025-02-21T00:00:00,TRANSFER,,HEALTHY,FORD RD/MONTEREY RD,SAN JOSE,2025-02-21T00:00:00
11784,A1373521,,BIRD,BROWN,,DOVE,UNKNOWN,,NO AGE,2025-02-18T00:00:00,DEAD,DISPO REQ,FIELD,,2025-02-18T00:00:00,DISPOSAL,,DEAD,N MILPITAS X WASHINGTON,MILPITAS,2025-02-18T00:00:00
11785,A1373522,,OTHER,GRAY,,OPOSSUM,UNKNOWN,,NO AGE,2025-02-18T00:00:00,DEAD,DISPO REQ,FIELD,,2025-02-18T00:00:00,DISPOSAL,,DEAD,FRUITDALE/ CHERRY,SAN JOSE,2025-02-18T00:00:00
11786,A1373523,,OTHER,GRAY,,OPOSSUM,UNKNOWN,,NO AGE,2025-02-18T00:00:00,DEAD,DISPO REQ,FIELD,,2025-02-18T00:00:00,DISPOSAL,,DEAD,600 BLOCK N 5TH ST,SAN JOSE,2025-02-18T00:00:00
11787,A1373525,,CAT,TABBY-GRAY,,DOMESTIC SH,MALE,,NO AGE,2025-02-18T00:00:00,DEAD,DISPO REQ,FIELD,,2025-02-18T00:00:00,DISPOSAL,,DEAD,WESTBORO AVE/ LYNDALE,SAN JOSE,2025-02-18T00:00:00
11788,A1373526,,CAT,TABBY-ORG,,DOMESTIC SH,UNKNOWN,,NO AGE,2025-02-18T00:00:00,DEAD,DISPO REQ,FIELD,,2025-02-18T00:00:00,DISPOSAL,,DEAD,WILBUR AVE/ CAPITOL RD,SAN JOSE,2025-02-18T00:00:00
11789,A1373527,,CAT,TABBY-BRN,,DOMESTIC MH,NEUTERED,,NO AGE,2025-02-19T00:00:00,BEH M,S/N CLINIC,FERAL,,2025-02-20T00:00:00,RTF,,BEH M,,SAN JOSE,2025-02-20T00:00:00
11790,A1373528,,CAT,TABBY-GRAY,,DOMESTIC SH,SPAYED,,NO AGE,2025-02-19T00:00:00,BEH M,S/N CLINIC,FERAL,,2025-02-20T00:00:00,RTF,,BEH M,,SAN JOSE,2025-02-20T00:00:00
11791,A1373530,,CAT,PT-LYNX,,DOMESTIC LH,SPAYED,2023-02-19T00:00:00,2 YEARS,2025-02-19T00:00:00,BEH M,STRAY,OTC,,2025-02-26T00:00:00,RTF,,BEH M,REGAN ST,SAN JOSE,2025-02-26T00:00:00
11792,A1373531,XYLA,CAT,ORANGE,,DOMESTIC SH,SPAYED,2024-08-19T00:00:00,9 MONTHS,2025-02-19T00:00:00,BEH M,STRAY,OTC,,2025-02-25T00:00:00,ADOPTION,,BEH M,REGAN ST,SAN JOSE,2025-02-25T00:00:00
11793,A1373537,KIT KAT,CAT,BLACK,,DOMESTIC SH,NEUTERED,2023-02-26T00:00:00,2 YEARS,2025-02-19T00:00:00,BEH M,STRAY,OTC,IP ADOPT,2025-02-26T00:00:00,ADOPTION,,BEH M,CYCLAMEN CT/GAZANIA,SAN JOSE,2025-02-26T00:00:00
11794,A1373538,,CAT,TABBY-BRN,,DOMESTIC SH,SPAYED,,NO AGE,2025-02-19T00:00:00,PREGNANT,STRAY,OTC,,2025-02-21T00:00:00,RTF,,BEH M,CHERRYTON LN X CHERRY GATE LN,SAN JOSE,2025-02-21T00:00:00
11795,A1373539,,CAT,TORBI-BRN,,DOMESTIC SH,SPAYED,,NO AGE,2025-02-19T00:00:00,BEH M,STRAY,OTC,,2025-02-26T00:00:00,RTF,,BEH M,AIELLO DR/LEWIS,SAN JOSE,2025-02-26T00:00:00
11796,A1373540,,CAT,TABBY-BRN,,DOMESTIC SH,SPAYED,,NO AGE,2025-02-19T00:00:00,BEH M,STRAY,OTC,,2025-02-26T00:00:00,RTF,,BEH M,PEACH CT/BONITA,SAN JOSE,2025-02-26T00:00:00
11797,A1373541,HAZEL,CAT,CALICO-DIL,,DOMESTIC SH,SPAYED,2024-04-20T00:00:00,1 YEAR 1 MONTH,2025-02-19T00:00:00,MED R,STRAY,OTC,,2025-03-04T00:00:00,ADOPTION,,MED R,WESTBERRY DR/WICKHAM RD,SAN JOSE,2025-03-04T00:00:00
11798,A1373542,,CAT,GRAY,,DOMESTIC SH,FEMALE,2023-02-19T00:00:00,2 YEARS,2025-02-19T00:00:00,HEALTHY,STRAY,OTC,,2025-02-25T00:00:00,TRANSFER,,HEALTHY,MONROVIA DR X CORDA DR,SAN JOSE,2025-02-28T00:00:00
11799,A1373543,SUNFLOWER,DOG,BROWN,,CHIHUAHUA SH,FEMALE,2017-02-23T00:00:00,8 YEARS,2025-02-19T00:00:00,HEALTHY,STRAY,OTC,,2025-02-27T00:00:00,TRANSFER,,HEALTHY,CAPITOL EXPY/SENTER,SAN JOSE,2025-02-28T00:00:00
11800,A1373544,,CAT,CALICO-TRI,,DOMESTIC SH,SPAYED,,NO AGE,2025-02-19T00:00:00,BEH M,STRAY,OTC,,2025-02-25T00:00:00,RTF,,BEH M,OLDHAM WAY/SENTER,SAN JOSE,2025-02-25T00:00:00
11801,A1373546,CHEERIO,CAT,WHITE,ORANGE,DOMESTIC SH,SPAYED,2021-02-27T00:00:00,4 YEARS,2025-02-19T00:00:00,HEALTHY,STRAY,OTC,,2025-02-27T00:00:00,ADOPTION,,HEALTHY,SALIDA DEL SOL/LOMA PRIETA ST,SAN JOSE,2025-02-27T00:00:00
11802,A1373547,JUPITER,DOG,BLACK,WHITE,ALASKAN HUSKY,NEUTERED,2021-02-19T00:00:00,4 YEARS,2025-02-19T00:00:00,HEALTHY,STRAY,OTC,,,,,,CAMDEN/UNION AVE,SAN JOSE,2025-03-26T00:00:00
11803,A1373548,GRAYCIE,CAT,GRAY,,DOMESTIC SH,SPAYED,2024-02-22T00:00:00,1 YEAR 3 MONTHS,2025-02-19T00:00:00,HEALTHY,STRAY,OTC,,2025-02-26T00:00:00,ADOPTION,,,CERRITO WAY X FLINT AVE,SAN JOSE,2025-02-26T00:00:00
11804,A1373551,,CAT,TABBY-ORG,,DOMESTIC SH,NEUTERED,,NO AGE,2025-02-19T00:00:00,BEH M,STRAY,OTC,,2025-02-26T00:00:00,RTF,,BEH M,HANCHETT AVE X TILLMAN AVE,SAN JOSE,2025-02-26T00:00:00
11805,A1373554,,CAT,GRAY,,DOMESTIC SH,NEUTERED,,NO AGE,2025-02-19T00:00:00,MED R,STRAY,OTC,,2025-03-01T00:00:00,RTF,,FERAL,COYOTE RD/SENTER RD,SAN JOSE,2025-03-06T00:00:00
11806,A1373557,,CAT,TABBY-ORG,,DOMESTIC SH,UNKNOWN,,NO AGE,2025-02-19T00:00:00,MED SEV,STRAY,OTC,,2025-02-19T00:00:00,EUTH,,MED EMERG,SERRANO AVE X EDNA PL,COUNTY,2025-02-19T00:00:00
11807,A1373560,CARL FREDRICKSEN,DOG,WHITE,,CHIHUAHUA LH,NEUTERED,2011-02-20T00:00:00,14 YEARS,2025-02-19T00:00:00,MED M,STRAY,OTC,IP ADOPT,2025-03-05T00:00:00,RESCUE,,MED M,CARNEGIE DR X MERCURY CT,,2025-03-05T00:00:00
11808,A1373561,,DOG,WHITE,BROWN,CHIHUAHUA SH,MALE,,NO AGE,2025-02-19T00:00:00,HEALTHY,STRAY,FOUND,,2025-03-20T00:00:00,FOUND ANIM,,HEALTHY,4600 BLOCK HYLAND AVE X MARIAN AVE,SAN JOSE,2025-03-20T00:00:00
11809,A1373562,,DOG,WHITE,BROWN,CHIHUAHUA SH,FEMALE,,NO AGE,2025-02-19T00:00:00,HEALTHY,STRAY,FOUND,,2025-03-20T00:00:00,FOUND ANIM,,HEALTHY,4600 BLOCK HYLAND AVE X MARIAN AVE,SAN JOSE,2025-03-20T00:00:00
11810,A1373567,,BIRD,BROWN,,DUCK,FEMALE,,NO AGE,2025-02-19T00:00:00,MED SEV,WILDLIFE,FIELD,,2025-02-19T00:00:00,TRANSFER,,MED SEV,ALVISO MILPITAS X RANCH,MILPITAS,2025-02-19T00:00:00
11811,A1373571,,CAT,TABBY-GRAY,,DOMESTIC SH,FEMALE,,NO AGE,2025-02-19T00:00:00,DEAD,DISPO REQ,,,2025-02-19T00:00:00,DISPOSAL,,DEAD,HWY 101 X BLOSSOM HILL,SAN JOSE,2025-02-19T00:00:00
11812,A1373572,,CAT,ORANGE,,DOMESTIC SH,FEMALE,,NO AGE,2025-02-19T00:00:00,DEAD,DISPO REQ,,,2025-02-19T00:00:00,DISPOSAL,,DEAD,HWY 101 X BLOSSOM HILL,SAN JOSE,2025-02-19T00:00:00
11813,A1373576,,DOG,BLACK,WHITE,FRENCH BULLDOG,MALE,,NO AGE,2025-02-19T00:00:00,HEALTHY,STRAY,FOUND,,2025-03-20T00:00:00,FOUND ANIM,,HEALTHY,LOCUST ST X VINE ST,SAN JOSE,2025-03-20T00:00:00
11814,A1373577,RANGER,DOG,TAN,WHITE,PIT BULL,NEUTERED,2024-02-23T00:00:00,1 YEAR 3 MONTHS,2025-02-19T00:00:00,HEALTHY,STRAY,FIELD,,2025-04-21T00:00:00,ADOPTION,,HEALTHY,TULLY / GALVESTON,SAN JOSE,2025-04-21T00:00:00
11815,A1373578,RED,DOG,RED,,CHIHUAHUA LH,SPAYED,2017-02-21T00:00:00,8 YEARS,2025-02-19T00:00:00,MED R,STRAY,OTC,,2025-03-06T00:00:00,RESCUE,,MED R,CAPE HILDA PL,SAN JOSE,2025-03-06T00:00:00
11816,A1373636,FLYER,DOG,BRINDLE-BN,WHITE,LABRADOR RETR,NEUTERED,2022-02-20T00:00:00,3 YEARS,2025-02-19T00:00:00,HEALTHY,STRAY,FIELD,,,,,,E BROKAW / SCHALLENBERGER,SAN JOSE,2025-05-01T00:00:00
11817,A1373643,,CAT,TABBY-BRN,WHITE,DOMESTIC SH,FEMALE,,NO AGE,2025-02-20T00:00:00,DEAD,DISPO REQ,FIELD,,2025-02-20T00:00:00,DISPOSAL,,DEAD,MERIDIAN AVE/ HARMON AVE,SAN JOSE,2025-02-20T00:00:00
11818,A1373644,,CAT,CALICO-DIL,,DOMESTIC MH,UNKNOWN,,NO AGE,2025-02-20T00:00:00,DEAD,DISPO REQ,FIELD,,2025-02-20T00:00:00,DISPOSAL,,DEAD,MCLAUGHLIN AVE / TULLY RD,SAN JOSE,2025-02-20T00:00:00
11819,A1373645,,DOG,BLACK,WHITE,ALASKAN HUSKY,MALE,,NO AGE,2025-02-20T00:00:00,HEALTHY,STRAY,OTC,,2025-02-25T00:00:00,TRANSFER,,HEALTHY,WEST SAN JOSE,SAN JOSE,2025-02-25T00:00:00
11820,A1373648,,CAT,TABBY-BRN,,DOMESTIC SH,SPAYED,,NO AGE,2025-02-20T00:00:00,BEH M,STRAY,OTC,,2025-02-27T00:00:00,RTF,,BEH M,HEARTHSTONE DR X LUCRERTIA AVE,SAN JOSE,2025-02-27T00:00:00
11821,A1373653,,CAT,GRAY,,DOMESTIC SH,NEUTERED,,NO AGE,2025-02-20T00:00:00,BEH M,STRAY,OTC,,2025-02-27T00:00:00,RTF,,BEH M,NARVAEZ AVE / HIGHWAY 87,SAN JOSE,2025-02-27T00:00:00
11822,A1373658,KIMCHI,CAT,TABBY-ORG,,DOMESTIC SH,NEUTERED,,NO AGE,2025-02-20T00:00:00,BEH M,STRAY,OTC,IP ADOPT,2025-02-25T00:00:00,ADOPTION,,HEALTHY,SENTER RD X WOOL CREEK DR,SAN JOSE,2025-02-25T00:00:00
11823,A1373659,BUDDY,DOG,WHITE,BROWN,CHIHUAHUA SH,NEUTERED,2024-11-20T00:00:00,6 MONTHS,2025-02-20T00:00:00,HEALTHY,STRAY,OTC,,2025-02-27T00:00:00,ADOPTION,,HEALTHY,DURANT AVE X LOUMENA LN,SAN JOSE,2025-02-27T00:00:00
11824,A1373668,,CAT,TABBY-BRN,,DOMESTIC SH,SPAYED,,NO AGE,2025-02-20T00:00:00,BEH M,STRAY,OTC,,2025-02-27T00:00:00,RTF,,BEH M,IVY MILLS LN X PHELAN AVE,SAN JOSE,2025-02-27T00:00:00
11825,A1373674,TRIXIE,DOG,WHITE,BROWN,COCKER SPAN,SPAYED,2024-12-29T00:00:00,5 MONTHS,2025-02-20T00:00:00,HEALTHY,STRAY,OTC,,2025-02-27T00:00:00,ADOPTION,,HEALTHY,RANCH DR X MCARTHY BLVD,MILPITAS,2025-02-27T00:00:00
11826,A1373688,PHOENIX,CAT,WHITE,,DOMESTIC SH,SPAYED,2024-08-20T00:00:00,9 MONTHS,2025-02-20T00:00:00,MED SEV,STRAY,MEDVET,,2025-02-25T00:00:00,ADOPTION,,MED SEV,RANDALL CT.,SAN JOSE,2025-02-25T00:00:00
11827,A1373690,,CAT,BLACK,WHITE,DOMESTIC SH,NEUTERED,2020-02-20T00:00:00,5 YEARS,2025-02-20T00:00:00,MED R,STRAY,MEDVET,,2025-03-05T00:00:00,RTF,,FERAL,500 BLOCK OF S. 4TH ST.,SAN JOSE,2025-03-05T00:00:00
11828,A1373694,,CAT,TABBY-BRN,,DOMESTIC SH,UNKNOWN,,NO AGE,2025-02-20T00:00:00,DEAD,DISPO REQ,OTC,,2025-02-20T00:00:00,DISPOSAL,,DEAD,STORY RD / LUCRETIA AVE,SAN JOSE,2025-02-20T00:00:00
11829,A1373700,,CAT,TABBY-GRAY,,DOMESTIC SH,MALE,,NO AGE,2025-02-20T00:00:00,MED R,STRAY,OTC,,2025-02-20T00:00:00,EUTH,,MED SEV,200 BLOCK / STEVENS CREEK BLVD,SAN JOSE,2025-02-20T00:00:00
11830,A1373710,,CAT,PT-CHOC,,DOMESTIC SH,SPAYED,,NO AGE,2025-02-20T00:00:00,HEALTHY,STRAY,OTC,,2025-04-09T00:00:00,RTF,,HEALTHY,TRIMBLE RD / MUIRWOOD WAY,SAN JOSE,2025-04-09T00:00:00
11831,A1373711,DONATELLO,CAT,TABBY-BRN,,DOMESTIC SH,NEUTERED,2025-02-17T00:00:00,10 WEEKS,2025-02-20T00:00:00,NURSING,STRAY,OTC,,2025-04-24T00:00:00,ADOPTION,,HEALTHY,TRIMBLE RD / MUIRWOOD WAY,SAN JOSE,2025-04-24T00:00:00
11832,A1373712,,DOG,BROWN,WHITE,NORFOLK TERRIER,MALE,,NO AGE,2025-02-20T00:00:00,HEALTHY,STRAY,FOUND,,2025-03-24T00:00:00,FOUND ANIM,,HEALTHY,CAS DR/LOS ARBOLES ST,SAN JOSE,2025-03-24T00:00:00
11833,A1373713,MICHELANGELO,CAT,TABBY-BRN,,DOMESTIC SH,NEUTERED,2025-02-17T00:00:00,10 WEEKS,2025-02-20T00:00:00,NURSING,STRAY,OTC,,2025-04-24T00:00:00,ADOPTION,,HEALTHY,TRIMBLE RD / MUIRWOOD WAY,SAN JOSE,2025-04-24T00:00:00
11834,A1373714,RAPHAEL,CAT,TABBY-GRAY,,DOMESTIC SH,NEUTERED,2025-02-17T00:00:00,10 WEEKS,2025-02-20T00:00:00,NURSING,STRAY,OTC,,2025-04-24T00:00:00,ADOPTION,,HEALTHY,TRIMBLE RD / MUIRWOOD WAY,SAN JOSE,2025-04-24T00:00:00
11835,A1373716,LEONARDO,CAT,TABBY-GRAY,WHITE,DOMESTIC SH,NEUTERED,2025-02-17T00:00:00,10 WEEKS,2025-02-20T00:00:00,NURSING,STRAY,OTC,,2025-04-24T00:00:00,ADOPTION,,HEALTHY,TRIMBLE RD / MUIRWOOD WAY,SAN JOSE,2025-04-24T00:00:00
11836,A1373717,VENUS,CAT,GRAY,,DOMESTIC SH,SPAYED,2025-02-17T00:00:00,10 WEEKS,2025-02-20T00:00:00,NURSING,STRAY,OTC,,2025-04-23T00:00:00,ADOPTION,,HEALTHY,TRIMBLE RD / MUIRWOOD WAY,SAN JOSE,2025-04-23T00:00:00
11837,A1373720,,DOG,WHITE,BROWN,ENG BULLDOG,FEMALE,2022-02-28T00:00:00,3 YEARS,2025-02-20T00:00:00,BEH U,STRAY,FIELD,,2025-03-03T00:00:00,EUTH,,BEH U,LELONG X W ALMA,COUNTY,2025-03-03T00:00:00
11838,A1373727,CANELA,DOG,BROWN,,GERM SHEPHERD,SPAYED,2023-02-20T00:00:00,2 YEARS,2025-02-20T00:00:00,HEALTHY,OWNER SUR,OTC,NO HOME,2025-04-11T00:00:00,ADOPTION,,,,SAN JOSE,2025-04-11T00:00:00
11839,A1373728,,CAT,TABBY-BRN,WHITE,DOMESTIC SH,MALE,2024-12-20T00:00:00,5 MONTHS,2025-02-20T00:00:00,MED R,STRAY,OTC,,2025-02-27T00:00:00,TRANSFER,,MED R,ROCKY MT DR/MT BLANC WAY,SAN JOSE,2025-02-28T00:00:00
11840,A1373729,,CAT,TABBY-BRN,,DOMESTIC SH,FEMALE,2024-12-20T00:00:00,5 MONTHS,2025-02-20T00:00:00,MED R,STRAY,OTC,,2025-02-27T00:00:00,TRANSFER,,MED R,ROCKY MT DR/MT BLANC WAY,SAN JOSE,2025-02-28T00:00:00
11841,A1373730,,CAT,TABBY-BRN,WHITE,DOMESTIC SH,MALE,2024-12-20T00:00:00,5 MONTHS,2025-02-20T00:00:00,MED R,STRAY,OTC,,2025-02-27T00:00:00,TRANSFER,,MED R,ROCKY MT DR/MT BLANC WAY,SAN JOSE,2025-02-28T00:00:00
11842,A1373733,PAPAS,DOG,WHITE,BROWN,CHIHUAHUA SH,MALE,2023-02-20T00:00:00,2 YEARS,2025-02-20T00:00:00,MED SEV,STRAY,OTC,,2025-02-21T00:00:00,RTO,,,MCLAUGHLIN/CRESTON LN,SAN JOSE,2025-02-21T00:00:00
11843,A1373734,DOMINGO,DOG,YELLOW,,CATAHOULA,NEUTERED,2022-02-23T00:00:00,3 YEARS,2025-02-20T00:00:00,MED R,STRAY,OTC,,2025-03-02T00:00:00,ADOPTION,,HEALTHY,SENTER RD,SAN JOSE,2025-03-02T00:00:00
11844,A1373735,,CAT,BLACK,,DOMESTIC SH,UNKNOWN,,NO AGE,2025-02-20T00:00:00,DEAD,DISPO REQ,OTC,,2025-02-20T00:00:00,DISPOSAL,,DEAD,ALUM ROCK AVE/N JACKSON AVE,SAN JOSE,2025-02-20T00:00:00
11845,A1373739,GRACIE,DOG,GRAY,WHITE,PIT BULL,SPAYED,2024-04-21T00:00:00,1 YEAR 1 MONTH,2025-02-20T00:00:00,MED R,STRAY,OTC,,2025-03-01T00:00:00,ADOPTION,,HEALTHY,MCKEE RD & N CAPITOL AVE,SAN JOSE,2025-03-01T00:00:00
11846,A1373739,GRACIE,DOG,GRAY,WHITE,PIT BULL,SPAYED,2024-04-21T00:00:00,1 YEAR 1 MONTH,2025-03-14T00:00:00,HEALTHY,STRAY,OTC,,2025-04-07T00:00:00,ADOPTION,,HEALTHY,BERRYESSA RD X FLEA MARKET PL,SAN JOSE,2025-04-07T00:00:00
11847,A1373740,,DOG,GRAY,,PIT BULL,UNKNOWN,,NO AGE,2025-02-21T00:00:00,DEAD,DISPO REQ,FIELD,,2025-02-21T00:00:00,DISPOSAL,,DEAD,BIRMINGHAM DR / WELLINGTON PARK DR,SAN JOSE,2025-02-21T00:00:00
11848,A1373741,,CAT,GRAY,,DOMESTIC SH,SPAYED,,NO AGE,2025-02-21T00:00:00,PREGNANT,STRAY,OTC,,2025-02-23T00:00:00,RTF,,BEH M,CHERRYTON LN/CHERRY GATE LN,SAN JOSE,2025-02-23T00:00:00
11849,A1373743,,CAT,BLACK,WHITE,DOMESTIC SH,NEUTERED,,NO AGE,2025-02-21T00:00:00,PREGNANT,STRAY,OTC,,2025-02-27T00:00:00,RTF,,BEH M,GARDEN AVE / HAGA DR,SAN JOSE,2025-02-27T00:00:00
11850,A1373744,,CAT,GRAY,,DOMESTIC SH,SPAYED,,NO AGE,2025-02-21T00:00:00,BEH M,STRAY,OTC,,2025-02-27T00:00:00,RTF,,BEH M,S 6TH ST/KEYES ST,SAN JOSE,2025-02-27T00:00:00
